DUP_ID,UC1_COI,UC2_COI,UC3_COI,UC4_COI,UC5_COI,UC6_COI,UC7_COI,UC9_COI,UC10_COI,UC12_COI,UC13_COI,UC14_COI,UC15_COI,GOC2a_COI,GOC2b_COI,CP23_COI,UC3_2_COI,CP23_2_COI,UC3_1_COI,CP23_1_COI,NTC_2_COI
OTU_19567,0,0,0,0,1,0,40,0,27,0,0,0,0,0,0,0,0,0,0,0,0
OTU_19568,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_19570,0,0,0,0,0,0,0,0,0,0,5,14,1,6,2,0,0,0,0,3,0
OTU_19571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
OTU_19572,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_19573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
OTU_19576,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
OTU_19577,0,0,0,0,0,0,0,8,11,0,0,28,8,5,1,0,0,0,0,0,0
OTU_19581,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,16,0,0
OTU_19583,0,0,0,0,0,0,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_19588,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
OTU_19589,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_19591,0,0,0,0,0,0,0,0,14,9,22,34,0,9,2,0,0,0,0,0,0
OTU_19597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
OTU_19598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
OTU_19625,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
OTU_19640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,5,0
OTU_19650,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
OTU_19651,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_19654,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
OTU_19683,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_19687,0,0,0,0,0,41,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
OTU_19697,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,0,0,0,0,0,0
OTU_19734,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
OTU_19741,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
OTU_19742,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
OTU_19745,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,1,0,0,0,0,0
OTU_19747,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
OTU_19751,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
OTU_19830,0,0,2,0,0,0,12,2,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_19848,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
OTU_19849,0,0,0,0,0,0,0,0,0,0,21,0,2,0,0,0,0,0,0,0,0
OTU_19852,0,0,0,0,0,0,0,0,0,2,0,0,6,7,18,1,0,0,0,0,0
OTU_19853,0,0,0,0,0,0,0,0,0,1,1,0,13,3,8,0,0,0,0,0,0
OTU_19857,0,0,0,0,0,0,0,0,0,0,28,18,9,2,0,5,0,0,0,12,0
OTU_19867,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
OTU_19870,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
OTU_19873,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
OTU_19874,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
OTU_19893,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
OTU_19908,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
OTU_19911,0,0,0,0,19,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU_19913,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_19914,2,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_19928,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_19929,0,0,0,0,0,0,0,0,1,0,5,33,3,0,0,0,0,0,0,0,0
OTU_19933,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0
OTU_19935,2,1,0,0,2,0,29,0,0,0,0,0,0,0,0,0,5,0,0,0,0
OTU_19936,1,0,4,0,3,0,10,2,0,0,0,3,0,0,0,0,1,0,3,0,0
OTU_19937,1,2,0,0,0,0,10,3,0,0,0,0,0,0,0,0,6,0,1,0,0
OTU_19939,0,0,0,0,1,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0
OTU_19941,0,0,0,0,0,0,0,0,4,4,12,4,11,0,0,0,0,0,0,0,0
OTU_19948,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_19951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
OTU_19952,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_19973,0,0,0,0,0,0,0,0,0,0,0,1,0,19,8,1,0,0,0,0,0
OTU_19975,0,0,0,0,0,0,23,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_19976,0,0,0,0,0,0,0,0,0,0,15,0,6,7,5,0,0,0,0,0,0
OTU_20001,0,0,9,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_20015,0,0,16,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0
OTU_20016,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_20018,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_20024,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
OTU_20025,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
OTU_20026,0,0,0,0,0,0,0,0,0,0,14,0,0,13,15,0,0,0,0,0,0
OTU_20027,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
OTU_20053,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
OTU_20055,0,0,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0
OTU_20058,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
OTU_20073,0,0,0,0,0,0,0,0,19,2,0,0,0,0,0,2,0,2,0,0,0
OTU_20078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,15,0
OTU_20100,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_20105,0,0,0,0,26,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_20112,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,0,0,0,0,0,0
OTU_20120,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
OTU_20126,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
OTU_20145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
OTU_20146,2,2,34,0,16,0,0,0,0,0,0,0,0,0,0,0,11,0,14,0,0
OTU_20169,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
OTU_20171,0,0,0,0,0,0,0,0,0,0,1,18,0,0,7,0,0,0,0,0,0
OTU_20200,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_20278,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,1,0,3,0
OTU_20296,0,0,0,22,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_20309,0,3,0,0,21,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_20310,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_20343,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_20345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,12,0
OTU_20349,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
OTU_20352,0,0,0,0,0,0,0,0,16,0,0,10,4,0,0,0,0,0,0,0,0
OTU_20353,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,2,0,0,0
OTU_20552,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
OTU_20599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
OTU_20600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,6,0
OTU_20601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,10,0
OTU_20612,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_20626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,6,0
OTU_20629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,63,0,34,0
OTU_20637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0
OTU_20645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
OTU_20647,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_20653,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_20661,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_20665,0,0,0,0,0,0,0,0,0,0,0,0,13,2,6,0,0,0,0,0,0
OTU_20669,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_20671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
OTU_20672,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0
OTU_20679,0,1,4,0,11,1,15,0,3,0,0,0,0,0,0,0,3,0,0,0,0
OTU_20680,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_20681,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0
OTU_20684,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_20685,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
OTU_20686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
OTU_20699,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
OTU_20706,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
OTU_20711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,2,0
OTU_20735,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_20792,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_20793,0,0,0,0,0,0,0,0,0,0,1,4,2,1,0,14,0,0,0,20,0
OTU_20794,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_20795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,16,0
OTU_20796,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
OTU_20804,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_20805,0,0,1,0,0,1,17,0,6,2,4,0,0,0,0,0,0,0,0,0,0
OTU_20806,0,0,0,0,0,0,0,0,2,4,22,0,0,14,6,0,0,0,0,0,0
OTU_20809,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
OTU_20810,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
OTU_20812,0,0,0,0,0,0,0,0,0,1,1,23,4,6,8,0,0,0,0,0,0
OTU_20813,0,0,0,0,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0
OTU_20814,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_20815,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,0,0,0,0,0,0
OTU_20816,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_20817,0,0,0,0,0,0,0,0,2,3,13,5,6,0,0,0,0,0,0,1,0
OTU_20818,0,1,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_20819,0,0,0,0,2,0,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_20821,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_20829,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
OTU_20835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
OTU_20836,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,8,0
OTU_20837,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
OTU_20839,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
OTU_20846,0,0,0,0,0,0,0,0,2,0,0,0,15,0,0,1,0,0,0,0,0
OTU_20861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15,0,0,0
OTU_20862,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
OTU_20864,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
OTU_20877,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
OTU_20879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
OTU_20881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
OTU_20883,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,1,0,0,0
OTU_20884,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
OTU_20885,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0
OTU_20899,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
OTU_20900,0,0,0,0,0,0,0,0,2,2,8,3,0,0,0,0,0,0,0,1,0
OTU_20902,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
OTU_20906,0,0,25,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
OTU_20909,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
OTU_20945,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
OTU_20973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
OTU_20974,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
OTU_20986,0,0,0,0,0,0,0,0,0,2,0,16,0,10,4,0,0,0,0,0,0
OTU_20987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,6,0
OTU_20988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
OTU_21003,0,0,3,0,0,1,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0
OTU_21008,0,0,0,0,0,0,0,0,0,2,0,0,0,16,0,0,0,0,0,0,0
OTU_21009,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
OTU_21012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
OTU_21013,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
OTU_21015,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
OTU_21022,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
OTU_21024,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,3,0,0,0
OTU_21026,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
OTU_21046,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
OTU_21047,0,0,0,0,0,0,0,0,13,0,0,10,0,0,5,0,0,0,0,0,0
OTU_21132,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_21133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
OTU_21139,12,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_21141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
OTU_21142,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
OTU_21146,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
OTU_21147,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,2,0,0,0,12,0
OTU_21168,0,0,0,0,2,0,0,0,8,0,0,0,6,1,0,1,0,0,0,0,0
OTU_21172,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
OTU_21173,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
OTU_21177,0,0,0,0,0,0,0,0,0,1,0,6,28,18,5,0,0,0,0,0,0
OTU_21178,0,0,0,0,0,0,0,0,0,0,3,3,16,0,3,0,0,0,0,0,0
OTU_21190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
OTU_21192,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
OTU_21193,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_21200,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
OTU_21213,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0
OTU_21216,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
OTU_21223,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
OTU_21228,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
OTU_21230,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0
OTU_21231,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
OTU_21233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0
OTU_21234,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
OTU_21236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
OTU_21252,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
OTU_21261,0,0,0,0,0,0,0,0,0,0,0,41,2,3,6,0,0,0,0,0,0
OTU_21270,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
OTU_21271,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
OTU_21272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0
OTU_21273,0,0,0,0,0,0,0,0,0,0,0,25,9,3,3,1,0,3,0,0,0
OTU_21279,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_21282,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_21284,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_21291,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
OTU_21293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
OTU_21294,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_21303,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
OTU_21308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
OTU_21313,2,2,1,0,0,2,5,0,0,0,0,0,0,0,0,0,5,0,1,0,0
OTU_21314,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,3,0,0,0,0
OTU_21335,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
OTU_21355,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_21401,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_21435,0,0,0,0,0,0,0,0,0,0,0,16,0,11,5,0,0,0,0,0,0
OTU_21438,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_21441,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
OTU_21453,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
OTU_21458,0,0,0,0,0,0,0,0,0,2,0,0,14,0,2,0,0,0,0,0,0
OTU_21483,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_21485,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_21486,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_21492,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
OTU_21493,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0
OTU_21496,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_21500,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
OTU_21501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
OTU_21509,0,0,0,0,2,0,0,12,4,5,0,0,1,0,0,0,0,0,0,0,0
OTU_21562,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
OTU_21586,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_21672,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0
OTU_21674,0,0,0,27,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_21689,0,0,0,0,0,4,0,0,9,3,0,3,0,0,0,0,0,0,0,0,0
OTU_21701,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_21702,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_21739,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
OTU_21740,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_21742,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0
OTU_21745,0,0,0,0,0,0,0,0,2,1,4,2,6,2,3,0,0,0,0,0,0
OTU_21880,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_21899,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_21997,0,2,0,1,3,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_22014,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
OTU_22035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12,0
OTU_22036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6,0
OTU_22037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6,0
OTU_22041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
OTU_22042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
OTU_22056,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
OTU_22060,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
OTU_22061,0,0,0,0,17,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
OTU_22076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0
OTU_22078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,34,0
OTU_22082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
OTU_22089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,15,0
OTU_22094,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_22096,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_22115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0
OTU_22117,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0
OTU_22118,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
OTU_22119,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_22126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,5,0
OTU_22127,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
OTU_22129,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
OTU_22130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,9,0
OTU_22131,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
OTU_22132,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_22133,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0
OTU_22146,1,8,0,42,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_22150,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
OTU_22158,0,0,0,0,0,0,0,1,3,0,2,3,1,2,0,4,0,0,0,0,0
OTU_22196,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU_22225,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_22242,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,0,0,0,0
OTU_22247,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
OTU_22258,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_22259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
OTU_22260,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
OTU_22262,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_22263,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
