#OTU_ID	taxonomy
OTU_205369	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Euphausia, s__Euphausia pacifica
OTU_205370	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Euphausia, s__Euphausia pacifica
OTU_205371	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Euphausia, s__Euphausia pacifica
OTU_205372	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Euphausia, s__Euphausia pacifica
OTU_205374	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Euphausia, s__Euphausia pacifica
OTU_205377	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Euphausia, s__Euphausia pacifica
OTU_205390	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Euphausia, s__Euphausia pacifica
OTU_209549	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Euphausia, s__Euphausia pacifica
OTU_209550	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Euphausia, s__Euphausia pacifica
OTU_209746	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Euphausia, s__Euphausia pacifica
OTU_209749	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Euphausia, s__Euphausia pacifica
OTU_209750	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Euphausia, s__Euphausia pacifica
OTU_212545	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Euphausia, s__Euphausia pacifica
OTU_255728	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Euphausia, s__Euphausia pacifica
OTU_271765	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Euphausia, s__Euphausia pacifica
OTU_271766	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Euphausia, s__Euphausia pacifica
OTU_274314	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Euphausia, s__Euphausia pacifica
OTU_276155	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Euphausia, s__Euphausia pacifica
OTU_284571	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Euphausia, s__Euphausia pacifica
OTU_319793	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Euphausia, s__Euphausia pacifica
OTU_365301	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Euphausia, s__Euphausia pacifica
OTU_207663	k__Eukaryota, p__Annelida, c__Polychaeta,o__,f__,g__,s__
OTU_10498	k__Eukaryota, p__Echinodermata, c__Asteroidea, o__Paxillosida, f__Luidiidae, g__Luidia, s__Luidia foliolata
OTU_60352	k__Eukaryota, p__Echinodermata, c__Asteroidea, o__Paxillosida, f__Luidiidae, g__Luidia, s__Luidia foliolata
OTU_128721	k__Eukaryota, p__Echinodermata, c__Asteroidea, o__Paxillosida, f__Luidiidae, g__Luidia, s__Luidia foliolata
OTU_181959	k__Eukaryota, p__Echinodermata, c__Asteroidea, o__Paxillosida, f__Luidiidae, g__Luidia, s__Luidia foliolata
OTU_25733	k__Eukaryota, p__Echinodermata, c__Asteroidea, o__Forcipulatida, f__Labidiasteridae, g__Rathbunaster, s__Rathbunaster californicus
OTU_15839	k__Eukaryota, p__Mollusca, c__Bivalvia, o__Veneroida,f__,g__,s__
OTU_376799	k__Eukaryota, p__Echinodermata, c__Ophiuroidea, o__Ophiurida, f__Amphiuridae,g__,s__
OTU_9870	k__Eukaryota, p__Chordata, c__Appendicularia, o__unknown, f__Oikopleuridae, g__Oikopleura, s__Oikopleura longicauda
OTU_11894	k__Eukaryota, p__Chordata, c__Appendicularia, o__unknown, f__Oikopleuridae, g__Oikopleura, s__Oikopleura longicauda
OTU_28205	k__Eukaryota, p__Chordata, c__Appendicularia, o__unknown, f__Oikopleuridae, g__Oikopleura, s__Oikopleura longicauda
OTU_31433	k__Eukaryota, p__Chordata, c__Appendicularia, o__unknown, f__Oikopleuridae, g__Oikopleura, s__Oikopleura longicauda
OTU_51212	k__Eukaryota, p__Chordata, c__Appendicularia, o__unknown, f__Oikopleuridae, g__Oikopleura, s__Oikopleura longicauda
OTU_51654	k__Eukaryota, p__Chordata, c__Appendicularia, o__unknown, f__Oikopleuridae, g__Oikopleura, s__Oikopleura longicauda
OTU_61016	k__Eukaryota, p__Chordata, c__Appendicularia, o__unknown, f__Oikopleuridae, g__Oikopleura, s__Oikopleura longicauda
OTU_74426	k__Eukaryota, p__Chordata, c__Appendicularia, o__unknown, f__Oikopleuridae, g__Oikopleura, s__Oikopleura longicauda
OTU_74427	k__Eukaryota, p__Chordata, c__Appendicularia, o__unknown, f__Oikopleuridae, g__Oikopleura, s__Oikopleura longicauda
OTU_87813	k__Eukaryota, p__Chordata, c__Appendicularia, o__unknown, f__Oikopleuridae, g__Oikopleura, s__Oikopleura longicauda
OTU_87814	k__Eukaryota, p__Chordata, c__Appendicularia, o__unknown, f__Oikopleuridae, g__Oikopleura, s__Oikopleura longicauda
OTU_131699	k__Eukaryota, p__Chordata, c__Appendicularia, o__unknown, f__Oikopleuridae, g__Oikopleura, s__Oikopleura longicauda
OTU_131702	k__Eukaryota, p__Chordata, c__Appendicularia, o__unknown, f__Oikopleuridae, g__Oikopleura, s__Oikopleura longicauda
OTU_219577	k__Eukaryota, p__Chordata, c__Appendicularia, o__unknown, f__Oikopleuridae, g__Oikopleura, s__Oikopleura longicauda
OTU_219580	k__Eukaryota, p__Chordata, c__Appendicularia, o__unknown, f__Oikopleuridae, g__Oikopleura, s__Oikopleura longicauda
OTU_228828	k__Eukaryota, p__Chordata, c__Appendicularia, o__unknown, f__Oikopleuridae, g__Oikopleura, s__Oikopleura longicauda
OTU_228833	k__Eukaryota, p__Chordata, c__Appendicularia, o__unknown, f__Oikopleuridae, g__Oikopleura, s__Oikopleura longicauda
OTU_258456	k__Eukaryota, p__Chordata, c__Appendicularia, o__unknown, f__Oikopleuridae, g__Oikopleura, s__Oikopleura longicauda
OTU_373538	k__Eukaryota, p__Chordata, c__Appendicularia, o__unknown, f__Oikopleuridae, g__Oikopleura, s__Oikopleura longicauda
OTU_102581	k__Eukaryota, p__unknown, c__Dinophyceae, o__Gymnodiniales, f__Gymnodiniaceae, g__Lepidodinium, s__Lepidodinium chlorophorum
OTU_320073	k__Eukaryota, p__unknown, c__Dinophyceae, o__Gymnodiniales, f__Gymnodiniaceae, g__Lepidodinium, s__Lepidodinium chlorophorum
OTU_374994	k__Eukaryota, p__Phaeophyceae, c__unknown, o__Fucales, f__Durvillaeaceae, g__Durvillaea, s__Durvillaea antarctica
OTU_375436	k__Eukaryota, p__Phaeophyceae, c__unknown, o__Fucales, f__Durvillaeaceae, g__Durvillaea, s__Durvillaea antarctica
OTU_78017	k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__Rickettsiaceae, g__Rickettsia,s__
OTU_273853	k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__Rickettsiaceae, g__Rickettsia,s__
OTU_273854	k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__Rickettsiaceae, g__Rickettsia,s__
OTU_273857	k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__Rickettsiaceae, g__Rickettsia,s__
OTU_273861	k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__Rickettsiaceae, g__Rickettsia,s__
OTU_365824	k__Eukaryota, p__Mollusca, c__Gastropoda, o__unknown, f__Bullidae, g__Bulla, s__Bulla gouldiana
OTU_93055	k__Eukaryota, p__Mollusca, c__Gastropoda, o__unknown, f__Aplysiidae, g__Stylocheilus, s__Stylocheilus longicauda
OTU_767	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Sessilia,f__,g__,s__
OTU_11385	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Sessilia,f__,g__,s__
OTU_211341	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Sessilia,f__,g__,s__
OTU_362795	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Sessilia,f__,g__,s__
OTU_266569	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Sessilia, f__Chthamalidae, g__Chthamalus, s__Chthamalus proteus
OTU_81515	k__Eukaryota, p__Arthropoda, c__Hexanauplia,o__,f__,g__,s__
OTU_87120	k__Eukaryota, p__Arthropoda, c__Hexanauplia,o__,f__,g__,s__
OTU_87121	k__Eukaryota, p__Arthropoda, c__Hexanauplia,o__,f__,g__,s__
OTU_6594	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Amphipoda,f__,g__,s__
OTU_7205	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_19433	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_30498	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_30499	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_57259	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_59909	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_68830	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_68831	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_114102	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_212445	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_354544	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_354557	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_354558	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_354590	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_359406	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_359891	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_383	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_493	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_1267	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_11071	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_11072	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_11513	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_11848	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_13249	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_13802	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_16523	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_17437	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_19408	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_23872	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_27828	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_27976	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_33559	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_37390	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_42448	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_42583	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_48646	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_48866	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_56994	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_57507	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_69157	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_80646	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_85425	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_85453	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_85821	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_86022	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_86055	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_86056	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_114885	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_170062	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_171604	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_192328	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_220825	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_257272	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_300249	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_348399	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_348414	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_348690	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_348821	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_349114	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_349124	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_349177	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_349178	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_349199	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_354957	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_355107	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_361351	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_27887	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda,f__,g__,s__
OTU_13929	k__Eukaryota, p__Chordata,c__,o__,f__,g__,s__
OTU_12881	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Euchaetidae,g__,s__
OTU_44072	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Euchaetidae,g__,s__
OTU_211592	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Euchaetidae,g__,s__
OTU_212214	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Euchaetidae,g__,s__
OTU_212222	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Euchaetidae,g__,s__
OTU_92487	k__Eukaryota, p__Chordata, c__Aves, o__Caprimulgiformes, f__Caprimulgidae, g__Chordeiles, s__Chordeiles acutipennis
OTU_360253	k__Eukaryota, p__Mollusca, c__Gastropoda,o__,f__,g__,s__
OTU_46	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_47	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_86	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_138	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_141	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_162	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_186	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_188	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_199	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_237	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_240	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_255	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_260	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_282	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_302	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_327	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_339	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_356	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_363	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_367	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_368	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_372	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_385	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_394	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_404	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_412	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_440	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_445	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_450	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_458	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_460	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_461	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_477	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_489	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_515	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_526	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_537	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_547	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_549	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_560	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_572	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_575	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_579	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_592	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_598	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_608	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_620	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_622	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_623	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_631	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_646	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_660	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_662	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_665	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_666	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_692	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_697	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_698	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_705	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_754	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_771	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_774	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_792	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_799	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_800	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_812	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_832	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_842	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_849	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_852	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_853	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_885	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_886	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_888	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_894	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_911	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_923	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_933	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_934	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_939	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_957	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_1008	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_1023	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_1076	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_1077	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_1090	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_1122	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_1151	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_1159	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_1179	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_1208	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_1217	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
OTU_1234	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Eucalanidae,g__,s__
