#OTU_ID	taxonomy
OTU_59374	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_59375	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_70696	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_71949	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_71950	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_71953	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_78597	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_78719	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_78771	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_90771	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_91048	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_91050	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_91052	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_91055	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_91056	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_91057	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_101467	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_102344	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_102389	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_102392	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_102393	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_102396	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_123982	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_123984	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_123986	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_124000	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_124002	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_124007	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_142171	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_147198	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_147202	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_147205	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_147212	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_199954	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_201927	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_202013	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_202014	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_202015	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_202018	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_202020	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_202030	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_202262	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_209767	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_255649	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_262997	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_274159	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_275198	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_278777	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_280151	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_280185	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_280193	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_280209	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_280233	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_280281	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_280286	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_280293	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_280304	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_280313	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_280321	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_280432	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_280447	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_280448	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_280463	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_280476	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_280483	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_280521	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_280522	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_280528	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_280782	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_284025	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_287773	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_326735	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_372994	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Euphausiacea, f__Euphausiidae, g__Nyctiphanes, s__Nyctiphanes simplex
OTU_226762	k__Eukaryota, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__unknown, g__Rhynchosporium, s__Rhynchosporium orthosporum
OTU_171555	k__Eukaryota, p__Bacillariophyta, c__Fragilariophyceae, o__Fragilariales, f__Fragilariaceae, g__Asterionella, s__Asterionella formosa
OTU_22516	k__Eukaryota, p__Annelida, c__Polychaeta, o__Phascolosomatiformes, f__Phascolosomatidae, g__Apionsoma, s__Apionsoma misakianum
OTU_28643	k__Eukaryota, p__Annelida, c__Polychaeta, o__Phascolosomatiformes, f__Phascolosomatidae, g__Apionsoma, s__Apionsoma misakianum
OTU_49071	k__Eukaryota, p__Annelida, c__Polychaeta, o__Phascolosomatiformes, f__Phascolosomatidae, g__Apionsoma, s__Apionsoma misakianum
OTU_211430	k__Eukaryota, p__Annelida, c__Polychaeta, o__Phascolosomatiformes, f__Phascolosomatidae, g__Apionsoma, s__Apionsoma misakianum
OTU_360884	k__Eukaryota, p__Annelida, c__Polychaeta, o__Phascolosomatiformes, f__Phascolosomatidae, g__Apionsoma, s__Apionsoma misakianum
OTU_1155	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Calanidae, g__Neocalanus, s__Neocalanus gracilis
OTU_2172	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Calanidae, g__Neocalanus, s__Neocalanus gracilis
OTU_23102	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Calanidae, g__Neocalanus, s__Neocalanus gracilis
OTU_29469	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Calanidae, g__Neocalanus, s__Neocalanus gracilis
OTU_53904	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Calanidae, g__Neocalanus, s__Neocalanus gracilis
OTU_79193	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Calanidae, g__Neocalanus, s__Neocalanus gracilis
OTU_143367	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Calanidae, g__Neocalanus, s__Neocalanus gracilis
OTU_148516	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Calanidae, g__Neocalanus, s__Neocalanus gracilis
OTU_169928	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Calanidae, g__Neocalanus, s__Neocalanus gracilis
OTU_284916	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Calanidae, g__Neocalanus, s__Neocalanus gracilis
OTU_284957	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Calanidae, g__Neocalanus, s__Neocalanus gracilis
OTU_286486	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Calanidae, g__Neocalanus, s__Neocalanus gracilis
OTU_286507	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Calanidae, g__Neocalanus, s__Neocalanus gracilis
OTU_286538	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Calanidae, g__Neocalanus, s__Neocalanus gracilis
OTU_278682	k__Eukaryota, p__Arthropoda, c__Insecta, o__Coleoptera, f__Chrysomelidae,g__,s__
OTU_5363	k__Eukaryota, p__Chordata, c__Actinopteri, o__Scombriformes, f__Nomeidae, g__Cubiceps, s__Cubiceps pauciradiatus
OTU_128023	k__Eukaryota, p__Chordata, c__Actinopteri, o__Scombriformes, f__Nomeidae, g__Cubiceps, s__Cubiceps pauciradiatus
OTU_4478	k__Eukaryota, p__Mollusca, c__Gastropoda, o__Littorinimorpha,f__,g__,s__
OTU_26363	k__Eukaryota, p__Mollusca, c__Gastropoda, o__Littorinimorpha,f__,g__,s__
OTU_105383	k__Eukaryota, p__Mollusca, c__Gastropoda, o__Littorinimorpha,f__,g__,s__
OTU_212601	k__Eukaryota, p__Mollusca, c__Gastropoda, o__Littorinimorpha,f__,g__,s__
OTU_227438	k__Eukaryota, p__Mollusca, c__Gastropoda, o__Littorinimorpha,f__,g__,s__
OTU_227911	k__Eukaryota, p__Mollusca, c__Gastropoda, o__Littorinimorpha,f__,g__,s__
OTU_3724	k__Eukaryota, p__Mollusca, c__Gastropoda,o__,f__,g__,s__
OTU_157954	k__Eukaryota, p__Mollusca, c__Gastropoda,o__,f__,g__,s__
OTU_2133	k__Eukaryota, p__Mollusca, c__Gastropoda, o__Thecosomata,f__,g__,s__
OTU_5783	k__Eukaryota, p__Mollusca, c__Gastropoda, o__Thecosomata,f__,g__,s__
OTU_31296	k__Eukaryota, p__Mollusca, c__Gastropoda, o__Thecosomata,f__,g__,s__
OTU_126559	k__Eukaryota, p__Mollusca, c__Gastropoda, o__Thecosomata,f__,g__,s__
OTU_211849	k__Eukaryota, p__Mollusca, c__Gastropoda, o__Thecosomata,f__,g__,s__
OTU_18938	k__Eukaryota, p__Bacillariophyta, c__Bacillariophyceae, o__Naviculales, f__Pinnulariaceae, g__Pinnularia,s__
OTU_20055	k__Eukaryota, p__Bacillariophyta, c__Bacillariophyceae, o__Naviculales, f__Pinnulariaceae, g__Pinnularia,s__
OTU_29350	k__Eukaryota, p__Bacillariophyta, c__Bacillariophyceae, o__Naviculales, f__Pinnulariaceae, g__Pinnularia,s__
OTU_146684	k__Eukaryota, p__Bacillariophyta, c__Bacillariophyceae, o__Naviculales, f__Pinnulariaceae, g__Pinnularia,s__
OTU_158004	k__Eukaryota, p__Bacillariophyta, c__Bacillariophyceae, o__Naviculales, f__Pinnulariaceae, g__Pinnularia,s__
OTU_266022	k__Eukaryota, p__Bacillariophyta, c__Bacillariophyceae, o__Naviculales, f__Pinnulariaceae, g__Pinnularia,s__
OTU_266915	k__Eukaryota, p__Bacillariophyta, c__Bacillariophyceae, o__Naviculales, f__Pinnulariaceae, g__Pinnularia,s__
OTU_278691	k__Eukaryota, p__Bacillariophyta, c__Bacillariophyceae, o__Naviculales, f__Pinnulariaceae, g__Pinnularia,s__
OTU_278698	k__Eukaryota, p__Bacillariophyta, c__Bacillariophyceae, o__Naviculales, f__Pinnulariaceae, g__Pinnularia,s__
OTU_278699	k__Eukaryota, p__Bacillariophyta, c__Bacillariophyceae, o__Naviculales, f__Pinnulariaceae, g__Pinnularia,s__
OTU_19563	k__Eukaryota, p__Bacillariophyta, c__Coscinodiscophyceae, o__Thalassiosirales, f__Skeletonemataceae, g__Skeletonema, s__Skeletonema menzellii
OTU_243685	k__Eukaryota, p__Bacillariophyta, c__Coscinodiscophyceae, o__Thalassiosirales, f__Skeletonemataceae, g__Skeletonema, s__Skeletonema menzellii
OTU_374992	k__Eukaryota, p__Bacillariophyta, c__Coscinodiscophyceae, o__Thalassiosirales, f__Skeletonemataceae, g__Skeletonema, s__Skeletonema menzellii
OTU_123616	k__Eukaryota, p__Mollusca, c__Gastropoda, o__Littorinimorpha, f__Ovulidae, g__Cyphoma,s__
OTU_21009	k__Eukaryota, p__Mollusca, c__Gastropoda, o__Thecosomata, f__Limacinidae,g__,s__
OTU_22491	k__Eukaryota, p__Mollusca, c__Gastropoda, o__Thecosomata, f__Limacinidae,g__,s__
OTU_23798	k__Eukaryota, p__Arthropoda, c__Malacostraca, o__Decapoda, f__Solenoceridae, g__Solenocera, s__Solenocera crassicornis
OTU_29626	k__Eukaryota, p__unknown, c__Dictyochophyceae, o__Florenciellales, f__unknown, g__Florenciella, s__Florenciella parvula
OTU_276821	k__Eukaryota, p__unknown, c__Dictyochophyceae, o__Florenciellales, f__unknown, g__Florenciella, s__Florenciella parvula
OTU_354566	k__Eukaryota, p__unknown, c__Dictyochophyceae, o__Florenciellales, f__unknown, g__Florenciella, s__Florenciella parvula
OTU_355986	k__Eukaryota, p__Bacillariophyta, c__Bacillariophyceae, o__Bacillariales, f__Bacillariaceae, g__Pseudo-nitzschia, s__Pseudo-nitzschia cuspidata
OTU_469	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_2105	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_2726	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_2756	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_6330	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_14186	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_16224	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_18977	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_18978	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_26970	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_46179	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_53906	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_53907	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_64074	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_79194	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_79198	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_100063	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_103049	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_103052	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_103071	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_142235	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_145133	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_148531	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_148533	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_148535	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_148536	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_148544	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_148953	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_202810	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_260163	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_260165	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_263280	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_284107	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_284978	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_284983	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_284993	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_285014	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_285021	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_285025	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_285032	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_285033	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_285038	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_285177	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_285179	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_285182	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_285183	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_285194	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_285197	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_285199	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_285212	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_354565	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_359792	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_368210	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Pontellidae, g__Pontellina, s__Pontellina plumata
OTU_123406	k__Eukaryota, p__Chordata, c__Actinopteri, o__Myctophiformes, f__Myctophidae, g__Triphoturus, s__Triphoturus mexicanus
OTU_6037	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Candaciidae, g__Candacia, s__Candacia bipinnata
OTU_9009	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Candaciidae, g__Candacia, s__Candacia bipinnata
OTU_10785	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Candaciidae, g__Candacia, s__Candacia bipinnata
OTU_28275	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Candaciidae, g__Candacia, s__Candacia bipinnata
OTU_34166	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Candaciidae, g__Candacia, s__Candacia bipinnata
