V1;V3,V4,V5,V6,V7,V8,V9
OTU_297051;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_297053;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_297054;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_297055;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_297069;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_297077;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_297079;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_297082;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_297094;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_297096;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_297097;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_297098;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_297099;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_297496;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_297497;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_297509;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_298447;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_298478;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_298479;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_298481;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_298498;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_298499;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_299860;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_300031;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_300035;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_300036;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_300075;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_300672;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_300717;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_300718;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_300719;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_300749;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_300750;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_301090;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_301098;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_301099;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_301100;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_301173;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_301179;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_301184;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_301185;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_301186;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_301192;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_301438;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_302812;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_302813;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_307101;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_307652;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_307659;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_308854;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_309666;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_310671;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_310946;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_311177;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_311187;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_311204;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_311206;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_311207;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_311208;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_311218;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_311228;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_311230;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_311231;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_311232;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_311240;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_311242;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_311243;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_311246;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_311252;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_311255;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_311260;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_311261;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_311262;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_311667;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_311725;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_311728;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_311729;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_311742;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_311766;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_312846;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_312855;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_312883;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_312888;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_312892;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313223;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313224;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313226;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313227;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313231;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313232;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313235;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313236;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313237;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313238;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313245;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313246;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313247;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313252;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313253;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313261;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313265;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313269;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313270;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313276;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313277;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313281;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313286;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313287;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313288;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313290;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313291;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313292;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313293;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313295;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313304;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313321;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313328;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313329;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313331;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313335;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313337;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313338;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313339;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313344;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313345;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313349;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313350;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313353;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313355;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313359;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313364;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313370;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313371;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313373;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313374;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313376;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313378;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313379;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313380;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313382;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313384;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313391;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313393;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313394;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313396;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313397;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313400;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313402;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313405;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313406;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313410;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313411;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313415;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313418;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313421;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313422;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313424;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313429;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313430;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313434;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313435;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313438;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313439;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313440;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313441;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313442;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313444;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313447;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313453;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313455;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313456;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313463;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313464;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313465;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313466;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313468;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313469;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313470;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313471;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313472;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313475;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313476;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313477;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313478;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313480;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
OTU_313481;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida', 'Aetideidae', 'Undeuchaeta', 'Undeuchaeta major']
