#DUP_ID	UC1_COI	UC2_COI	UC3_COI	UC4_COI	UC5_COI	UC6_COI	UC7_COI	UC9_COI	UC10_COI	UC12_COI	UC13_COI	UC14_COI	UC15_COI	GOC2a_COI	GOC2b_COI	CP23_COI	UC3_2_COI	CP23_2_COI	UC3_1_COI	CP23_1_COI	NTC_2_COI	taxonomy
OTU_57312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	7	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Decapoda; f__Portunidae; g__Achelous; s__Achelous gibbesii
OTU_57313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	9	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Decapoda; f__Portunidae; g__Achelous; s__Achelous gibbesii
OTU_57316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Decapoda; f__Portunidae; g__Achelous;s__
OTU_57318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	k__Eukaryota; p__Mollusca; c__Gastropoda; o__Thecosomata; f__Creseidae; g__Creseis; s__Creseis virgula
OTU_57336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Decapoda; f__Portunidae; g__Achelous; s__Achelous gibbesii
OTU_57340	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Euphausiacea; f__Euphausiidae; g__Nematoscelis; s__Nematoscelis difficilis
OTU_57344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Euphausiacea; f__Euphausiidae; g__Euphausia; s__Euphausia distinguenda
OTU_57358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Euphausiacea; f__Euphausiidae; g__Euphausia; s__Euphausia distinguenda
OTU_57361	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Euphausiacea; f__Euphausiidae; g__Euphausia; s__Euphausia distinguenda
OTU_57363	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Ctenophora; c__Nuda; o__Beroida; f__Beroidae; g__Beroe; s__Beroe forskalii
OTU_57365	0	0	0	0	0	0	0	0	3	1	0	3	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Paracalanidae; g__Paracalanus; s__Paracalanus aculeatus
OTU_57372	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae; g__Eucalanus; s__Eucalanus californicus
OTU_57405	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae; g__Eucalanus; s__Eucalanus californicus
OTU_57430	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae; g__Eucalanus; s__Eucalanus californicus
OTU_57431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae; g__Eucalanus; s__Eucalanus californicus
OTU_57433	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae; g__Eucalanus; s__Eucalanus californicus
OTU_57457	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae; g__Eucalanus; s__Eucalanus californicus
OTU_57507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Decapoda;f__;g__;s__
OTU_57508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Decapoda; f__Portunidae; g__Achelous; s__Achelous gibbesii
OTU_57513	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Mollusca; c__Gastropoda; o__Nudibranchia;f__;g__;s__
OTU_57514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	k__Eukaryota; p__Mollusca; c__Gastropoda; o__Thecosomata; f__Cavoliniidae; g__Hyalocylis; s__Hyalocylis striata
OTU_57517	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Ostracoda; o__Halocyprida; f__Halocyprididae; g__Euconchoecia;s__
OTU_57529	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Euphausiacea; f__Euphausiidae; g__Nematoscelis; s__Nematoscelis difficilis
OTU_57551	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Insecta; o__Lepidoptera; f__unknown; g__unknown; s__Lepidoptera sp. BOLD:AAA3475
OTU_57556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	k__Eukaryota; p__Mollusca; c__Gastropoda; o__Littorinimorpha; f__unknown; g__Firoloida; s__Firoloida demarestia
OTU_57560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	k__Eukaryota; p__Mollusca; c__Gastropoda; o__Littorinimorpha; f__unknown; g__Firoloida; s__Firoloida demarestia
OTU_57561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	k__Eukaryota; p__Mollusca; c__Gastropoda; o__Littorinimorpha; f__unknown; g__Firoloida; s__Firoloida demarestia
OTU_57567	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Chordata; c__Thaliacea; o__Doliolida; f__Doliolidae; g__Doliolum; s__Doliolum nationalis
OTU_57568	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	k__Eukaryota; p__Chordata; c__Thaliacea; o__Doliolida; f__Doliolidae; g__Doliolum; s__Doliolum nationalis
OTU_57570	0	0	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	k__Eukaryota; p__unknown; c__Dinophyceae; o__Syndiniales; f__Syndiniaceae; g__Hematodinium;s__
OTU_57580	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Paracalanidae; g__Bestiolina; s__Bestiolina sp. AC-2013
OTU_57582	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Sessilia; f__Chthamalidae; g__Chthamalus;s__
OTU_57587	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Euchaetidae; g__Euchaeta; s__Euchaeta longicornis
OTU_57627	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Metridinidae; g__Pleuromamma; s__Pleuromamma borealis
OTU_57628	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Paracalanidae; g__Paracalanus;s__
OTU_57638	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Euphausiacea; f__Euphausiidae; g__Euphausia; s__Euphausia tenera
OTU_57639	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	3	0	k__Eukaryota; p__Cnidaria; c__Hydrozoa; o__Siphonophorae; f__Agalmatidae; g__Nanomia; s__Nanomia bijuga
OTU_57702	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Euphausiacea; f__Euphausiidae; g__Euphausia; s__Euphausia gibboides
OTU_57703	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Euphausiacea; f__Euphausiidae; g__Euphausia; s__Euphausia gibboides
OTU_57717	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Aetideidae; g__Euchirella; s__Euchirella bitumida
OTU_57824	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Aetideidae; g__Euchirella;s__
OTU_57825	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Aetideidae; g__Euchirella; s__Euchirella bitumida
OTU_57826	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida;f__;g__;s__
OTU_57829	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Aetideidae; g__Euchirella; s__Euchirella bitumida
OTU_57833	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__unknown; o__unknown; f__unknown; g__unknown; s__Crustacea environmental sample
OTU_57971	0	2	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Calanidae; g__Ctenocalanus; s__Ctenocalanus vanus
OTU_57989	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Euphausiacea; f__Euphausiidae; g__Euphausia; s__Euphausia distinguenda
OTU_58015	0	1	0	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Annelida; c__Polychaeta; o__Phyllodocida; f__Phyllodocidae; g__unknown; s__Phyllodocidae sp. 11BIOAK-1585
OTU_58045	0	0	7	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae; g__Eucalanus; s__Eucalanus californicus
OTU_58050	0	4	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Chordata; c__Thaliacea; o__Salpida; f__Salpidae; g__Thalia;s__
OTU_58089	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	k__Eukaryota; p__Annelida; c__Polychaeta; o__Phyllodocida; f__Tomopteridae; g__Tomopteris; s__Tomopteris sp. MW-2013
OTU_58113	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	14	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Lucicutiidae; g__Lucicutia; s__Lucicutia flavicornis
OTU_58116	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae; g__Pareucalanus; s__Pareucalanus sewelli
OTU_58120	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Lucicutiidae; g__Lucicutia; s__Lucicutia flavicornis
OTU_58122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	12	0	0	0	k__Eukaryota; p__Mollusca; c__Cephalopoda; o__Teuthida; f__Enoploteuthidae; g__Abraliopsis;s__
OTU_58142	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Cnidaria; c__Hydrozoa; o__Siphonophorae; f__Forskaliidae; g__Forskalia; s__Forskalia contorta
OTU_58145	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Amphipoda; f__Lestrigonidae; g__Lestrigonus; s__Lestrigonus sp. RW-2010
OTU_58148	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Calanidae; g__Nannocalanus; s__Nannocalanus minor
OTU_58183	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Cnidaria; c__Hydrozoa; o__Anthoathecata; f__Corynidae; g__Coryne; s__Coryne tricycla
OTU_58184	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Calanidae; g__Nannocalanus; s__Nannocalanus minor
OTU_58187	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Ostracoda; o__Halocyprida; f__Halocyprididae; g__Porroecia; s__Porroecia spinirostris
OTU_58189	0	0	0	0	0	0	0	0	0	0	4	0	0	9	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Decapoda; f__Luciferidae; g__Lucifer; s__Lucifer typus
OTU_58192	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	k__Eukaryota; p__Annelida; c__Polychaeta; o__Phyllodocida; f__Phyllodocidae; g__Eumida; s__Eumida sanguinea
OTU_58502	0	0	0	0	0	0	0	0	0	0	0	0	5	1	5	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae;g__;s__
OTU_58526	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae; g__Eucalanus; s__Eucalanus subtenuis
OTU_58527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae; g__Eucalanus; s__Eucalanus subtenuis
OTU_58645	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Chordata; c__Actinopteri; o__Myctophiformes; f__Myctophidae; g__Lampanyctus; s__Lampanyctus parvicauda
OTU_58648	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Candaciidae; g__Candacia; s__Candacia bipinnata
OTU_58652	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Candaciidae; g__Candacia; s__Candacia curta
OTU_58655	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Paracalanidae; g__Bestiolina; s__Bestiolina similis
OTU_58657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Euphausiacea; f__Euphausiidae; g__Euphausia; s__Euphausia tenera
OTU_58661	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Paracalanidae; g__Bestiolina; s__Bestiolina similis
OTU_58662	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida;f__;g__;s__
OTU_58663	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	k__Eukaryota; p__Annelida; c__Polychaeta; o__Spionida; f__Spionidae; g__Marenzelleria; s__Marenzelleria bastropi
OTU_58669	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	k__Eukaryota; p__Chaetognatha; c__Sagittoidea; o__Aphragmophora; f__Sagittidae; g__Sagitta; s__Sagitta enflata
OTU_58670	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	k__Eukaryota;p__;c__;o__;f__;g__;s__
OTU_58672	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Chordata; c__Thaliacea; o__Doliolida; f__Doliolidae; g__Doliolum; s__Doliolum nationalis
OTU_58714	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida;f__;g__;s__
OTU_58720	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Paracalanidae; g__Bestiolina; s__Bestiolina similis
OTU_58804	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	2	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida;f__;g__;s__
OTU_58805	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida;f__;g__;s__
OTU_58809	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Paracalanidae; g__Bestiolina; s__Bestiolina similis
OTU_58946	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Paracalanidae; g__Bestiolina; s__Bestiolina similis
OTU_58961	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	k__Eukaryota; p__Chaetognatha; c__Sagittoidea; o__Aphragmophora;f__;g__;s__
OTU_58968	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	k__Eukaryota; p__Chaetognatha; c__Sagittoidea; o__Aphragmophora;f__;g__;s__
OTU_58976	0	0	0	0	0	0	0	0	1	1	3	2	0	0	0	3	0	0	0	0	0	k__Eukaryota; p__Chaetognatha; c__Sagittoidea; o__Aphragmophora; f__Sagittidae; g__Sagitta; s__Sagitta enflata
OTU_58977	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Chaetognatha; c__Sagittoidea; o__Aphragmophora; f__Sagittidae; g__Sagitta; s__Sagitta enflata
OTU_58987	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Chaetognatha; c__Sagittoidea; o__Aphragmophora;f__;g__;s__
OTU_59068	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	k__Eukaryota; p__Chaetognatha; c__Sagittoidea; o__Aphragmophora;f__;g__;s__
OTU_59069	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Chaetognatha; c__Sagittoidea; o__Aphragmophora; f__Sagittidae; g__Sagitta; s__Sagitta enflata
OTU_59071	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Chaetognatha; c__Sagittoidea; o__Aphragmophora;f__;g__;s__
OTU_59081	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Chaetognatha; c__Sagittoidea; o__Aphragmophora; f__Sagittidae; g__Sagitta; s__Sagitta enflata
OTU_59082	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Chaetognatha; c__Sagittoidea; o__Aphragmophora;f__;g__;s__
OTU_59083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	k__Eukaryota; p__Chaetognatha; c__Sagittoidea; o__Aphragmophora; f__Sagittidae; g__Sagitta; s__Sagitta enflata
OTU_59087	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Chaetognatha; c__Sagittoidea; o__Aphragmophora; f__Sagittidae; g__Sagitta; s__Sagitta enflata
OTU_59088	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Chaetognatha; c__Sagittoidea; o__Aphragmophora; f__Sagittidae; g__Sagitta; s__Sagitta enflata
OTU_59089	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Chaetognatha; c__Sagittoidea; o__Aphragmophora; f__Sagittidae; g__Sagitta; s__Sagitta enflata
OTU_59188	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Euphausiacea; f__Euphausiidae; g__Euphausia; s__Euphausia pacifica
OTU_59194	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Euphausiacea; f__Euphausiidae; g__Euphausia; s__Euphausia pacifica
OTU_59195	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Decapoda; f__Portunidae;g__;s__
OTU_59199	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Chaetognatha; c__Sagittoidea; o__Aphragmophora; f__Sagittidae; g__Sagitta; s__Sagitta enflata
OTU_59201	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Chordata; c__Thaliacea; o__Doliolida; f__Doliolidae; g__Doliolum; s__Doliolum nationalis
OTU_59370	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Euphausiacea; f__Euphausiidae; g__Euphausia; s__Euphausia eximia
OTU_59371	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Euphausiacea; f__Euphausiidae; g__Euphausia; s__Euphausia eximia
OTU_59372	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Euphausiacea; f__Euphausiidae; g__Nyctiphanes; s__Nyctiphanes simplex
OTU_59374	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Euphausiacea; f__Euphausiidae; g__Nyctiphanes; s__Nyctiphanes simplex
OTU_59375	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Euphausiacea; f__Euphausiidae; g__Nyctiphanes; s__Nyctiphanes simplex
OTU_59410	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	0	0	0	6	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Metridinidae; g__Pleuromamma; s__Pleuromamma abdominalis
OTU_59571	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Amphipoda; f__Synopiidae; g__Synopia; s__Synopia sp. 74
OTU_59573	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Euphausiacea; f__Euphausiidae; g__Euphausia; s__Euphausia pacifica
OTU_59574	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Chaetognatha; c__Sagittoidea; o__Aphragmophora; f__Sagittidae; g__Sagitta; s__Sagitta enflata
OTU_59618	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Chordata; c__Actinopteri; o__Aulopiformes; f__Aulopidae; g__Aulopus; s__Aulopus sp. MPD-2008
OTU_59644	0	0	0	0	0	0	0	1	1	0	3	1	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Clausocalanidae; g__Clausocalanus; s__Clausocalanus jobei
OTU_59645	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	1	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Clausocalanidae; g__Clausocalanus; s__Clausocalanus jobei
OTU_59646	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Cordycipitaceae; g__Parengyodontium; s__Parengyodontium album
OTU_59717	1	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Metschnikowiaceae; g__Clavispora; s__Clavispora lusitaniae
OTU_59750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	4	0	k__Eukaryota; p__Arthropoda; c__unknown; o__unknown; f__unknown; g__unknown; s__Crustacea environmental sample
OTU_59757	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Euphausiacea; f__Euphausiidae; g__Euphausia; s__Euphausia pacifica
OTU_59758	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Clausocalanidae; g__Clausocalanus; s__Clausocalanus lividus
OTU_59825	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Cnidaria; c__Hydrozoa; o__Siphonophorae; f__Rhizophysidae; g__Rhizophysa; s__Rhizophysa filiformis
OTU_59885	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Euchaetidae; g__Paraeuchaeta; s__Paraeuchaeta biloba
OTU_59886	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Euchaetidae; g__Paraeuchaeta; s__Paraeuchaeta biloba
