,UC1,UC2,UC3,UC4,UC5,UC6,UC7,UC9,UC10,UC12,UC13,UC14,UC15,GOC2a,GOC2b,CP23,UC3_2,CP23_2,UC3_1,CP23_1,NTC_1
OTU_189673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_189680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU_189684,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU_189685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
OTU_189686,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189696,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_189698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU_189704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
OTU_189705,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189709,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU_189710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
OTU_189712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
OTU_189719,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189720,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189721,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU_189722,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU_189735,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189736,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189739,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189784,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189786,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_189789,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU_189790,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_189793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU_189802,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU_189812,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_189822,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU_189823,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU_189824,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_189828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
OTU_189831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU_189834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU_189835,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189839,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189840,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189841,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU_189842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
OTU_189844,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189846,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU_189849,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189850,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189852,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189855,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189859,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_189862,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_18987,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189883,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU_189899,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU_189905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU_189909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU_189911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU_189913,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189927,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_189936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU_189941,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189942,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189948,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_189950,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189953,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189954,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_189955,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU_189960,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_189963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_189964,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189967,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189969,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_189971,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
OTU_189973,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189979,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189987,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189988,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_19,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,6691,162,1264,121,5199,0
OTU_190004,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_190009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU_190015,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190020,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU_190021,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_190023,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190024,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190025,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_190027,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU_190031,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190033,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
OTU_190045,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190047,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU_190051,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_19006,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_190065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_190069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_190074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_190075,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190077,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU_190080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU_190081,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190084,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU_190088,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190090,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190099,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190110,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190112,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU_190116,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_190117,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_190121,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_190123,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU_190129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU_190130,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU_190131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_190132,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_190135,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_190136,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU_190141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_190143,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_190154,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190156,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_190157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU_190163,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU_190168,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_190176,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_190177,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_190186,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190193,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_190195,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_190203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU_190206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_190209,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_19022,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
OTU_190228,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190229,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190232,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190237,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_190244,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190250,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190251,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190256,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190258,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190260,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_190277,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_190301,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_190315,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_19032,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_19035,2,3,0,0,11,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_19036,0,0,0,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_19037,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190372,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190385,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190398,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_190415,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_19042,0,0,0,0,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190423,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_190425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU_190429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU_190434,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_19045,0,2,0,1,7,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_190450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU_190452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU_190455,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU_190480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU_190484,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU_190494,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU_190499,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU_190505,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190518,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_190531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_190535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU_190543,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190544,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_190545,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190560,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU_190561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU_190568,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU_190575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
OTU_190579,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190582,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_190585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU_190586,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
OTU_190593,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_190594,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190599,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190601,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU_190602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU_190607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU_190609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
OTU_190610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU_190613,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU_190617,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU_190620,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU_190635,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU_190638,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190642,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190653,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_190654,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_190655,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_190660,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190661,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_190666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU_190668,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU_190670,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU_190672,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_190677,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU_190678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
OTU_190680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU_190682,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_190689,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU_190692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
OTU_190695,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
OTU_190702,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190706,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU_190713,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_190718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU_190719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_190720,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190721,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU_190724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_190727,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190731,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190732,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190734,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU_190737,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU_190744,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190745,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190746,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_190749,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190750,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190751,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU_190752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_190753,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_190756,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190757,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190761,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU_190765,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190766,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190767,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU_190778,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190779,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190780,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190781,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU_19079,7,0,15,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0
OTU_190790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_190791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_190792,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU_190799,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190802,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_190805,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190806,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190807,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190809,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU_190810,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190811,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU_190814,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190818,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
