,UC1,UC2,UC3,UC4,UC5,UC6,UC7,UC9,UC10,UC12,UC13,UC14,UC15,GOC2a,GOC2b,CP23,UC3_2,CP23_2,UC3_1,CP23_1,NTC_2
OTU_157892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
OTU_157893,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_157895,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_157896,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_157897,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_157898,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_157899,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1579,0,0,0,0,0,8,0,0,6,100,25,21,23,1,10,62,0,2,0,66,0
OTU_157903,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
OTU_15791,0,0,0,0,0,0,0,0,0,0,0,0,0,61,37,0,0,0,0,0,0
OTU_15795,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,20,0
OTU_157954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
OTU_157958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
OTU_157959,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_157961,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_157965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
OTU_157966,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_157968,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU_157972,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
OTU_157973,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_157974,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_157983,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_157990,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_157992,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
OTU_157994,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_157998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0
OTU_157999,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
OTU_158000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_158001,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
OTU_158004,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_158005,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
OTU_158010,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_158016,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0
OTU_158024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
OTU_158098,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_15815,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_158184,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_15819,16,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_158218,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_158235,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_158239,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0
OTU_158240,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_158252,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
OTU_158270,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
OTU_158271,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
OTU_158292,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
OTU_158293,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
OTU_158296,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
OTU_158298,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
OTU_158300,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
OTU_158301,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
OTU_158303,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
OTU_158307,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
OTU_158308,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0
OTU_158309,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
OTU_15833,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
OTU_158364,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU_15839,22,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_158399,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
OTU_15840,0,0,0,0,0,0,0,0,0,0,23,0,20,0,0,0,0,0,0,0,0
OTU_158403,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
OTU_158408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
OTU_158426,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU_15843,0,0,0,0,0,0,0,0,0,0,2,5,0,10,0,5,0,0,0,6,0
OTU_15844,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_158442,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1585,5,11,99,1,80,31,14,1,3,0,1,0,1,0,0,0,0,0,40,0,0
OTU_158562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
OTU_158563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
OTU_158564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
OTU_158565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
OTU_15858,0,0,0,0,0,0,0,0,1,1,0,23,2,0,0,0,0,0,0,0,0
OTU_158593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
OTU_158595,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
OTU_15860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0
OTU_158601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
OTU_158602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
OTU_158603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
OTU_15876,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
OTU_15878,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
OTU_15879,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0
OTU_15880,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0
OTU_15882,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
OTU_15894,31,0,27,0,56,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
OTU_15896,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
OTU_15897,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
OTU_15898,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0
OTU_15899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
OTU_159,0,0,3419,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1308,0,0
OTU_159021,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0
OTU_159028,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_159134,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU_15925,0,0,0,0,0,0,0,13,24,0,0,0,0,0,0,0,0,4,0,0,0
OTU_15930,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0
OTU_159440,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1595,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,34,0,0
OTU_159530,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_159541,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_159543,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_159554,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_15963,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
OTU_15964,0,0,0,0,0,0,0,0,16,0,1,29,9,2,0,0,0,1,0,0,0
OTU_15965,0,0,0,0,0,0,0,0,0,0,5,35,0,0,12,7,0,0,0,1,0
OTU_159655,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_15967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,10,0
OTU_15968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,19,0
OTU_15969,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0
OTU_1597,0,0,0,0,0,0,0,0,0,0,61,69,18,38,14,32,0,26,0,21,0
OTU_15970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0
OTU_159702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
OTU_15972,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0
OTU_15974,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
OTU_159830,1,1,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_159836,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_16,0,0,0,0,0,0,0,2649,3824,2271,585,9902,26202,352,0,648,0,825,0,641,0
OTU_160,0,0,0,0,0,0,0,0,5631,0,0,0,0,0,0,0,0,0,0,0,0
OTU_160119,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_160132,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_160187,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1602,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0
OTU_16025,0,0,0,18,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_16037,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
OTU_16038,0,0,0,0,0,0,0,0,0,2,1,0,12,18,30,3,0,0,0,11,0
OTU_1604,0,0,8,9,57,177,49,4,0,0,0,0,0,0,0,0,9,0,0,0,0
OTU_16052,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
OTU_16053,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
OTU_16060,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
OTU_16061,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
OTU_16069,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
OTU_1607,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0
OTU_16071,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
OTU_160762,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_16079,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
OTU_16081,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
OTU_16084,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
OTU_16087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
OTU_16088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0
OTU_1609,0,0,0,0,0,0,0,0,219,0,36,18,0,0,0,0,1,0,0,0,0
OTU_16096,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
OTU_161,0,0,0,0,0,0,0,0,1876,99,36,1649,52,0,0,44,0,215,0,56,0
OTU_1610,0,0,0,0,0,0,0,0,89,5,0,0,0,0,0,83,0,31,0,64,0
OTU_161033,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_16120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,23,0
OTU_16140,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0
OTU_16141,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
OTU_16142,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1615,0,0,0,0,0,0,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0
OTU_1616,0,0,0,0,0,0,0,0,0,4,282,0,0,0,0,1,0,0,0,0,0
OTU_161694,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_16178,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0
OTU_1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,148,0
OTU_161954,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_16197,0,0,0,0,0,0,0,0,0,0,0,18,2,0,1,0,0,0,0,0,0
OTU_162,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3975,0,0,0,0,0,0
OTU_16200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0
OTU_16204,13,3,1,0,0,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_16205,0,0,0,0,0,0,0,0,9,23,0,25,34,0,0,0,0,0,0,0,0
OTU_16207,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,14,0,3,0,11,0
OTU_16224,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
OTU_16229,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0,0,0
OTU_16237,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0
OTU_1624,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1625,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0
OTU_16267,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,131,0
OTU_16280,0,0,0,0,0,0,0,0,0,0,0,5,20,9,5,0,0,0,0,0,0
OTU_1630,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_16300,0,0,0,0,0,0,0,0,6,0,2,4,8,0,1,0,0,0,0,0,0
OTU_1634,0,0,0,0,0,0,0,0,0,0,412,0,0,0,0,0,0,0,0,0,0
OTU_163447,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_163590,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1636,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU_1637,152,4,0,39,3,1,0,0,45,0,101,0,2,0,0,0,0,0,0,0,0
OTU_1639,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0
OTU_16397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0
OTU_16398,0,0,16,0,6,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
OTU_16399,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
OTU_16401,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU_1641,17,41,25,167,28,6,0,0,0,0,0,0,0,0,0,0,51,0,4,0,0
OTU_165,19,148,1050,1609,2580,2462,275,1575,107,5,9,124,1,1,0,0,59,7,267,1,0
OTU_1650,0,0,0,0,0,0,0,0,2,0,0,270,0,0,0,21,0,0,0,40,0
OTU_165029,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_16519,2,9,1,0,1,0,1,0,0,0,6,3,0,1,0,0,2,0,4,0,0
OTU_16523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0
OTU_16532,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
OTU_16539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,81,0,9,0
OTU_165404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
OTU_165434,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_16544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,31,0
OTU_16545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,5,0
OTU_16546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,30,0,7,0
OTU_16547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0
OTU_16555,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_165654,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_16567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,16,0
OTU_16569,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,0,0,0,0,0,0
OTU_16570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,29,0,21,0
OTU_16571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,6,0
OTU_16572,6,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0
OTU_16575,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
OTU_165753,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_16578,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_16582,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_16583,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_16585,0,0,0,0,0,3,0,0,4,0,8,7,0,0,0,6,0,0,0,6,0
OTU_166,12,164,40,728,2852,2,1228,450,228,0,0,0,0,0,0,1,0,0,0,0,0
OTU_1660,0,0,0,0,124,0,144,178,15,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1661,0,0,0,0,0,1,0,13,0,0,0,189,1,0,0,89,0,54,0,82,0
OTU_16613,0,0,0,0,0,0,12,0,0,2,0,19,4,0,0,0,0,0,0,0,0
OTU_166179,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1663,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
OTU_166358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
OTU_166375,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
OTU_166424,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU_166436,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
OTU_166443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
OTU_16646,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
OTU_166460,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
OTU_166465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
OTU_16648,0,0,9,0,2,0,0,3,3,0,0,0,0,0,0,0,2,0,16,0,0
OTU_166528,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_16654,0,0,0,0,0,0,0,0,6,2,22,13,3,24,5,0,0,0,0,0,0
OTU_16660,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
OTU_16661,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
OTU_16664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
OTU_16666,0,0,0,0,0,14,11,0,0,0,2,2,0,0,0,0,0,0,0,0,0
OTU_166811,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
OTU_166814,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166825,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
OTU_166830,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
OTU_166831,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU_166835,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166837,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166839,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166840,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166841,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166842,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166843,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
OTU_166844,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166854,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166855,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166856,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166858,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166859,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166860,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166861,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
OTU_166863,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166867,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166869,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166870,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166872,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166873,1,0,1,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166875,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166876,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166877,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166882,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166883,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166885,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166888,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166889,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166890,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166892,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166893,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166894,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166895,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166896,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166897,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1669,0,0,222,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,50,0,0
OTU_166900,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166903,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166905,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166906,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166907,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166908,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166909,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166910,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166911,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_166912,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_16694,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
OTU_16696,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0
OTU_16697,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
OTU_166975,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
