"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU_1","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Calanidae","Calanus","Calanus pacificus"
"OTU_10","Eukaryota","Cnidaria","Hydrozoa","Anthoathecata","Pandeidae","Pandea","s_"
"OTU_100","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis","s_"
"OTU_100021","Eukaryota","Mollusca","Gastropoda","unknown","Cerithiidae","g_","s_"
"OTU_100022","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_100028","Eukaryota","Arthropoda","Hexanauplia","Cyclopoida","Oithonidae","g_","s_"
"OTU_100029","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_100062","","","","","","",""
"OTU_100063","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Pontellidae","Pontellina","s_"
"OTU_100086","","","","","","",""
"OTU_100089","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_10009","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Calanidae","Calanus","Calanus pacificus"
"OTU_1001","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Eucalanus","s_"
"OTU_100290","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Metridinidae","Metridia","Metridia lucens"
"OTU_100298","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Tortanidae","g_","s_"
"OTU_1003","Eukaryota","p_","c_","o_","f_","g_","s_"
"OTU_100300","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_100301","","","","","","",""
"OTU_100305","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_100307","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","g_","s_"
"OTU_100319","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea scottodicarloi"
"OTU_100394","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Thysanoessa","Thysanoessa gregaria"
"OTU_1004","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta","s_"
"OTU_10044","Eukaryota","unknown","Dinophyceae","Syndiniales","Syndiniaceae","g_","s_"
"OTU_10046","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Centropagidae","g_","s_"
"OTU_10047","Eukaryota","Arthropoda","Malacostraca","Decapoda","Portunidae","g_","s_"
"OTU_10048","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Eucalanus","s_"
"OTU_1005","Eukaryota","Mollusca","Gastropoda","Littorinimorpha","Bursidae","g_","s_"
"OTU_100524","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Agalmatidae","Agalma","Agalma elegans"
"OTU_10056","Eukaryota","Chordata","Actinopteri","Aulopiformes","Paralepididae","Lestidiops","Lestidiops neles"
"OTU_10057","Eukaryota","Cnidaria","Hydrozoa","Trachymedusae","Halicreatidae","g_","s_"
"OTU_100586","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Agalmatidae","Agalma","s_"
"OTU_100587","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Agalmatidae","Agalma","s_"
"OTU_1007","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Eucalanus","Eucalanus subtenuis"
"OTU_100725","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","g_","s_"
"OTU_100728","Eukaryota","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","s_"
"OTU_100730","Eukaryota","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","s_"
"OTU_100731","Eukaryota","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","s_"
"OTU_100733","Eukaryota","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","s_"
"OTU_100741","Eukaryota","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","s_"
"OTU_1008","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_100813","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Calocalanidae","g_","s_"
"OTU_100814","Eukaryota","p_","c_","o_","f_","g_","s_"
"OTU_100857","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_100859","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_10086","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Calanidae","g_","s_"
"OTU_100862","","","","","","",""
"OTU_100885","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","g_","s_"
"OTU_10089","not assigned","not assigned","not assigned","not assigned","not assigned","g_","s_"
"OTU_100904","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","g_","s_"
"OTU_100910","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","g_","s_"
"OTU_10093","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta","Sagitta enflata"
"OTU_10095","Eukaryota","Arthropoda","Hexanauplia","Calanoida","f_","g_","s_"
"OTU_100978","Eukaryota","Mollusca","Gastropoda","Thecosomata","Cavoliniidae","Hyalocylis","Hyalocylis striata"
"OTU_100982","Eukaryota","Echinodermata","c_","o_","f_","g_","s_"
"OTU_100988","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_101","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes","Nyctiphanes simplex"
"OTU_10101","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta","s_"
"OTU_101059","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Calanidae","g_","s_"
"OTU_10109","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta","Sagitta enflata"
"OTU_101165","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta","s_"
"OTU_101166","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta","Sagitta enflata"
"OTU_101184","Eukaryota","Echinodermata","Ophiuroidea","Ophiurida","Ophiactidae","Ophiactis","Ophiactis sp. TH-2010"
"OTU_101259","Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Paraconchoecia","Paraconchoecia allotherium"
"OTU_101267","Eukaryota","unknown","Dinophyceae","Syndiniales","Syndiniaceae","g_","s_"
"OTU_101270","","","","","","",""
"OTU_101271","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","g_","s_"
"OTU_101273","","","","","","",""
"OTU_101274","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Scolecitrichidae","g_","s_"
"OTU_101281","Eukaryota","unknown","Dinophyceae","Syndiniales","Syndiniaceae","g_","s_"
"OTU_101284","","","","","","",""
"OTU_101286","","","","","","",""
"OTU_101288","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_101290","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausia diomedeae"
"OTU_101429","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_101431","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_101432","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_101433","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_101434","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_101436","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_101439","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","g_","s_"
"OTU_101440","not assigned","not assigned","not assigned","not assigned","not assigned","g_","s_"
"OTU_101441","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","g_","s_"
"OTU_101442","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Euchaetidae","g_","s_"
"OTU_101444","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","Oncaea","s_"
"OTU_101446","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","g_","s_"
"OTU_10145","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Euchaetidae","g_","s_"
"OTU_10146","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Agalmatidae","g_","s_"
"OTU_101467","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes","Nyctiphanes simplex"
"OTU_101475","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Forskaliidae","g_","s_"
"OTU_101484","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_10154","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Athorybiidae","Athorybia","Athorybia rosacea"
"OTU_10156","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Euchaetidae","g_","s_"
"OTU_10157","Eukaryota","Annelida","Polychaeta","Spionida","Spionidae","g_","s_"
"OTU_10171","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Calocalanidae","g_","s_"
"OTU_101767","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_10178","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_1018","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Tortanidae","g_","s_"
"OTU_10180","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_10182","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","g_","s_"
"OTU_10183","Eukaryota","Mollusca","Gastropoda","Littorinimorpha","unknown","Atlanta","s_"
"OTU_101853","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Clausocalanidae","g_","s_"
"OTU_10188","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Eucalanus","Eucalanus subtenuis"
"OTU_1019","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus jobei"
"OTU_10190","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_10191","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_10192","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Eucalanus","Eucalanus subtenuis"
"OTU_102","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","f_","g_","s_"
"OTU_1020","","","","","","",""
"OTU_10204","Eukaryota","Chlorophyta","c_","o_","f_","g_","s_"
"OTU_102101","Eukaryota","Phaeophyceae","unknown","Dictyotales","Dictyotaceae","g_","s_"
"OTU_102104","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102106","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102112","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102113","Eukaryota","Arthropoda","Hexanauplia","Calanoida","f_","g_","s_"
"OTU_102115","Eukaryota","Arthropoda","Hexanauplia","Calanoida","f_","g_","s_"
"OTU_102116","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102119","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102121","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102122","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102147","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","g_","s_"
"OTU_102149","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Euchaetidae","Euchaeta","Euchaeta indica"
"OTU_102152","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Euchaetidae","Euchaeta","Euchaeta indica"
"OTU_102153","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Euchaetidae","Euchaeta","Euchaeta indica"
"OTU_102159","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Euchaetidae","Euchaeta","Euchaeta indica"
"OTU_102177","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","g_","s_"
"OTU_102179","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","g_","s_"
"OTU_10218","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Calocalanidae","g_","s_"
"OTU_102180","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","g_","s_"
"OTU_102182","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Euchaetidae","g_","s_"
"OTU_102183","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Euchaetidae","g_","s_"
"OTU_102186","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_10219","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","g_","s_"
"OTU_10227","Eukaryota","unknown","Dinophyceae","o_","f_","g_","s_"
"OTU_102278","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Euchaetidae","g_","s_"
"OTU_102279","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102280","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102282","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102283","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102284","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102286","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102288","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_1023","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_102343","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102344","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes","Nyctiphanes simplex"
"OTU_102345","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Calocalanidae","Calocalanus","Calocalanus minutus"
"OTU_102346","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102348","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102350","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102351","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102352","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_10236","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","g_","s_"
"OTU_102389","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes","Nyctiphanes simplex"
"OTU_102392","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes","Nyctiphanes simplex"
"OTU_102393","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes","Nyctiphanes simplex"
"OTU_102403","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102404","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102405","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102406","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102407","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102408","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102412","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102413","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102416","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102417","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102418","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102419","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102422","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102427","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102446","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102447","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Acartiidae","Acartia","s_"
"OTU_102468","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Forskaliidae","g_","s_"
"OTU_102483","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Forskaliidae","g_","s_"
"OTU_1025","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus parapergens"
"OTU_102503","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Forskaliidae","g_","s_"
"OTU_102505","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Forskaliidae","g_","s_"
"OTU_10252","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Lensia","Lensia campanella"
"OTU_102525","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Forskaliidae","g_","s_"
"OTU_10255","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Lensia","Lensia campanella"
"OTU_102566","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102567","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102576","Eukaryota","unknown","Dinophyceae","Peridiniales","Thoracosphaeraceae","g_","s_"
"OTU_102578","Eukaryota","unknown","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Alexandrium","s_"
"OTU_102581","Eukaryota","unknown","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Lepidodinium","Lepidodinium chlorophorum"
"OTU_102601","Eukaryota","unknown","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium","Gymnodinium sp. NVA/RUS/2008"
"OTU_10263","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis","Nematoscelis difficilis"
"OTU_102664","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","g_","s_"
"OTU_102665","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","g_","s_"
"OTU_102668","Eukaryota","Arthropoda","Hexanauplia","Cyclopoida","f_","g_","s_"
"OTU_102685","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_1027","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausia tenera"
"OTU_1028","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Temoridae","Temora","Temora discaudata"
"OTU_102826","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Temoridae","Temora","Temora discaudata"
"OTU_102915","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102916","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_102999","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","g_","s_"
"OTU_103001","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","g_","s_"
"OTU_103007","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","g_","s_"
"OTU_103012","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","g_","s_"
"OTU_103017","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","g_","s_"
"OTU_103021","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","g_","s_"
"OTU_103024","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","g_","s_"
"OTU_103025","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","g_","s_"
"OTU_103039","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Calanidae","Cosmocalanus","s_"
"OTU_103049","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Pontellidae","Pontellina","Pontellina plumata"
"OTU_103052","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Pontellidae","Pontellina","s_"
"OTU_103071","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Pontellidae","g_","s_"
"OTU_103098","Eukaryota","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","g_","s_"
"OTU_103106","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Metridinidae","g_","s_"
"OTU_103155","not assigned","not assigned","not assigned","not assigned","not assigned","g_","s_"
"OTU_103159","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_103235","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_103246","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_103247","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_103248","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_103249","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_103251","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_103252","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_103253","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_103277","Eukaryota","Arthropoda","Hexanauplia","Calanoida","f_","g_","s_"
"OTU_103285","","","","","","",""
"OTU_103287","Eukaryota","Mollusca","Gastropoda","Nudibranchia","Polyceridae","g_","s_"
"OTU_103311","Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","g_","s_"
"OTU_103318","Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","g_","s_"
"OTU_103328","Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","g_","s_"
"OTU_103344","Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","g_","s_"
"OTU_103347","Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","g_","s_"
"OTU_103354","Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","g_","s_"
"OTU_103355","Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","g_","s_"
"OTU_103358","Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","g_","s_"
"OTU_103362","Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","g_","s_"
"OTU_103376","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","g_","s_"
"OTU_103382","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","g_","s_"
"OTU_103427","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","g_","s_"
"OTU_103438","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","g_","s_"
"OTU_103440","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","g_","s_"
"OTU_103454","Eukaryota","Annelida","Polychaeta","unknown","unknown","g_","s_"
"OTU_103455","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_103457","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_103459","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_103464","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_103468","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_103482","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_103483","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_103560","Eukaryota","Arthropoda","Hexanauplia","Cyclopoida","Oithonidae","g_","s_"
"OTU_103597","Eukaryota","Arthropoda","Hexanauplia","Cyclopoida","Oithonidae","g_","s_"
"OTU_1036","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Eucalanus","s_"
"OTU_10361","Eukaryota","Arthropoda","Malacostraca","Decapoda","Portunidae","g_","s_"
"OTU_10366","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_103679","Eukaryota","Arthropoda","Hexanauplia","Calanoida","f_","g_","s_"
"OTU_103681","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","g_","s_"
"OTU_103682","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","g_","s_"
"OTU_10369","Eukaryota","Annelida","Polychaeta","Eunicida","Amphinomidae","g_","s_"
"OTU_10370","Eukaryota","Mollusca","Gastropoda","Littorinimorpha","unknown","Firoloida","s_"
"OTU_103734","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","Euchirella","s_"
"OTU_103753","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_103760","Eukaryota","unknown","Oomycetes","Saprolegniales","Saprolegniaceae","g_","s_"
"OTU_1038","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Acartiidae","g_","s_"
"OTU_103824","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_103825","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_10387","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","g_","s_"
"OTU_10388","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","g_","s_"
"OTU_103925","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus arcuicornis"
"OTU_103963","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea scottodicarloi"
"OTU_103964","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea scottodicarloi"
"OTU_103965","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","g_","s_"
"OTU_103966","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","g_","s_"
"OTU_103968","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","Oncaea","s_"
"OTU_103970","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea scottodicarloi"
"OTU_103971","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea scottodicarloi"
