"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU_11594","Eukaryota","Arthropoda","Malacostraca","Decapoda","Munididae","g_","s_"
"OTU_115940","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_115951","Eukaryota","unknown","Dinophyceae","Syndiniales","Syndiniaceae","g_","s_"
"OTU_116","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Clausocalanidae","g_","s_"
"OTU_11612","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Eucalanus","Eucalanus subtenuis"
"OTU_11614","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_11616","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Eucalanus","Eucalanus subtenuis"
"OTU_11628","Eukaryota","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora membranacea"
"OTU_11629","Eukaryota","Arthropoda","Hexanauplia","Cyclopoida","Oithonidae","g_","s_"
"OTU_116378","Eukaryota","Mollusca","Gastropoda","Nudibranchia","Glaucidae","Hermissenda","Hermissenda opalescens"
"OTU_116382","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Metridinidae","Pleuromamma","Pleuromamma abdominalis"
"OTU_116384","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausia distinguenda"
"OTU_11639","Eukaryota","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora membranacea"
"OTU_1164","Eukaryota","Chordata","Thaliacea","Salpida","Salpidae","g_","s_"
"OTU_116447","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","Paracalanus","Paracalanus nanus"
"OTU_116523","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_116530","not assigned","not assigned","not assigned","not assigned","not assigned","g_","s_"
"OTU_116532","Eukaryota","Chordata","Thaliacea","Salpida","Salpidae","Thalia","s_"
"OTU_1166","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Eucalanus","Eucalanus subtenuis"
"OTU_11660","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_116603","Eukaryota","Mollusca","Bivalvia","Veneroida","Montacutidae","g_","s_"
"OTU_116604","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_116608","","","","","","",""
"OTU_116610","","","","","","",""
"OTU_116612","","","","","","",""
"OTU_116615","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Euchaetidae","Euchaeta","s_"
"OTU_116617","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","g_","s_"
"OTU_116657","","","","","","",""
"OTU_116661","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_116663","","","","","","",""
"OTU_116665","","","","","","",""
"OTU_116679","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis"
"OTU_11671","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_116772","Eukaryota","Mollusca","Cephalopoda","Teuthida","Enoploteuthidae","g_","s_"
"OTU_116774","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Clausocalanidae","g_","s_"
"OTU_116780","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Pareucalanus","s_"
"OTU_116781","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_116782","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_116783","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_116799","Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","g_","s_"
"OTU_116800","Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","g_","s_"
"OTU_116802","Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","g_","s_"
"OTU_116806","Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","g_","s_"
"OTU_116808","","","","","","",""
"OTU_116818","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Euchaetidae","g_","s_"
"OTU_116819","Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos"
"OTU_116821","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Lucicutiidae","g_","s_"
"OTU_116837","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_11687","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea scottodicarloi"
"OTU_116886","","","","","","",""
"OTU_116888","Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","g_","s_"
"OTU_116897","Eukaryota","Arthropoda","Malacostraca","Decapoda","Aeglidae","g_","s_"
"OTU_116898","","","","","","",""
"OTU_116900","Eukaryota","p_","c_","o_","f_","g_","s_"
"OTU_116922","Eukaryota","Arthropoda","Malacostraca","Amphipoda","Lestrigonidae","Lestrigonus","s_"
"OTU_116925","Eukaryota","Arthropoda","Malacostraca","Amphipoda","Lestrigonidae","Lestrigonus","s_"
"OTU_117","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis","Nematoscelis difficilis"
"OTU_117028","Eukaryota","Cnidaria","Hydrozoa","Anthoathecata","f_","g_","s_"
"OTU_117029","Eukaryota","Cnidaria","Hydrozoa","Anthoathecata","Corynidae","g_","s_"
"OTU_117034","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","f_","g_","s_"
"OTU_117036","Eukaryota","Xenacoelomorpha","Acoela","unknown","Sagittiferidae","g_","s_"
"OTU_117038","","","","","","",""
"OTU_117045","Eukaryota","Arthropoda","Malacostraca","Decapoda","Luciferidae","g_","s_"
"OTU_117046","Eukaryota","Arthropoda","Malacostraca","Decapoda","Luciferidae","g_","s_"
"OTU_117048","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Lucicutiidae","g_","s_"
"OTU_117073","","","","","","",""
"OTU_11708","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus minor"
"OTU_117080","","","","","","",""
"OTU_117092","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_117113","","","","","","",""
"OTU_11712","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","g_","s_"
"OTU_1173","Eukaryota","Arthropoda","Malacostraca","Amphipoda","Lestrigonidae","g_","s_"
"OTU_117305","","","","","","",""
"OTU_117342","","","","","","",""
"OTU_117534","","","","","","",""
"OTU_117544","","","","","","",""
"OTU_11759","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","Oncaea","s_"
"OTU_1176","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis"
"OTU_117609","","","","","","",""
"OTU_117629","","","","","","",""
"OTU_117638","","","","","","",""
"OTU_11764","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis","Nematoscelis difficilis"
"OTU_11765","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","Paracalanus","s_"
"OTU_11766","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Calocalanidae","Calocalanus","Calocalanus minutus"
"OTU_1177","Eukaryota","Arthropoda","Malacostraca","Decapoda","Luciferidae","Lucifer","s_"
"OTU_117712","","","","","","",""
"OTU_117718","","","","","","",""
"OTU_117798","","","","","","",""
"OTU_117799","","","","","","",""
"OTU_117836","","","","","","",""
"OTU_117857","","","","","","",""
"OTU_117878","","","","","","",""
"OTU_117883","","","","","","",""
"OTU_117884","","","","","","",""
"OTU_117890","","","","","","",""
"OTU_117891","","","","","","",""
"OTU_117894","","","","","","",""
"OTU_117897","","","","","","",""
"OTU_117898","","","","","","",""
"OTU_1179","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_117901","","","","","","",""
"OTU_117902","","","","","","",""
"OTU_117988","","","","","","",""
"OTU_117989","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_118","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus jobei"
"OTU_1180","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Euchaetidae","g_","s_"
"OTU_118000","","","","","","",""
"OTU_118004","","","","","","",""
"OTU_118021","","","","","","",""
"OTU_118022","","","","","","",""
"OTU_118044","","","","","","",""
"OTU_118045","","","","","","",""
"OTU_118046","","","","","","",""
"OTU_118058","","","","","","",""
"OTU_118066","","","","","","",""
"OTU_118091","","","","","","",""
"OTU_118102","","","","","","",""
"OTU_118120","","","","","","",""
"OTU_118122","","","","","","",""
"OTU_118127","","","","","","",""
"OTU_118128","","","","","","",""
"OTU_118130","","","","","","",""
"OTU_118133","","","","","","",""
"OTU_118140","","","","","","",""
"OTU_118146","","","","","","",""
"OTU_118151","","","","","","",""
"OTU_118159","","","","","","",""
"OTU_118179","","","","","","",""
"OTU_118185","","","","","","",""
"OTU_118203","","","","","","",""
"OTU_118204","","","","","","",""
"OTU_118214","","","","","","",""
"OTU_118216","","","","","","",""
"OTU_118234","","","","","","",""
"OTU_118244","","","","","","",""
"OTU_118261","","","","","","",""
"OTU_118262","","","","","","",""
"OTU_118279","","","","","","",""
"OTU_118280","","","","","","",""
"OTU_1183","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","g_","s_"
"OTU_118328","","","","","","",""
"OTU_118360","","","","","","",""
"OTU_118373","","","","","","",""
"OTU_118379","","","","","","",""
"OTU_118380","","","","","","",""
"OTU_118397","","","","","","",""
"OTU_118450","","","","","","",""
"OTU_118453","","","","","","",""
"OTU_11848","Eukaryota","Arthropoda","Malacostraca","Decapoda","f_","g_","s_"
"OTU_11849","Eukaryota","Arthropoda","Malacostraca","Decapoda","f_","g_","s_"
"OTU_118507","","","","","","",""
"OTU_118511","","","","","","",""
"OTU_118513","","","","","","",""
"OTU_118528","","","","","","",""
"OTU_118529","","","","","","",""
"OTU_11853","Eukaryota","Arthropoda","Malacostraca","Decapoda","Portunidae","g_","s_"
"OTU_118534","","","","","","",""
"OTU_118547","","","","","","",""
"OTU_118549","","","","","","",""
"OTU_118556","","","","","","",""
"OTU_118606","","","","","","",""
"OTU_11864","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus"
"OTU_118641","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Scolecitrichidae","g_","s_"
"OTU_118651","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_118663","","","","","","",""
"OTU_118667","","","","","","",""
"OTU_11867","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","Subeucalanus subcrassus"
"OTU_118675","","","","","","",""
"OTU_118676","","","","","","",""
"OTU_118677","","","","","","",""
"OTU_118678","","","","","","",""
"OTU_118685","","","","","","",""
"OTU_11871","Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","g_","s_"
"OTU_118712","","","","","","",""
"OTU_118715","","","","","","",""
"OTU_118725","","","","","","",""
"OTU_118750","","","","","","",""
"OTU_118773","","","","","","",""
"OTU_118787","","","","","","",""
"OTU_118791","","","","","","",""
"OTU_1188","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Lensia","Lensia campanella"
"OTU_118818","","","","","","",""
"OTU_118821","","","","","","",""
"OTU_118831","","","","","","",""
"OTU_118846","","","","","","",""
"OTU_118884","","","","","","",""
"OTU_118885","","","","","","",""
"OTU_1189","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Lensia","Lensia campanella"
"OTU_118912","","","","","","",""
"OTU_118935","","","","","","",""
"OTU_118937","","","","","","",""
"OTU_11894","Eukaryota","Chordata","Appendicularia","unknown","Oikopleuridae","g_","s_"
"OTU_118941","","","","","","",""
"OTU_118948","","","","","","",""
"OTU_11895","Eukaryota","Arthropoda","Malacostraca","Amphipoda","Vibiliidae","g_","s_"
"OTU_118954","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_118985","","","","","","",""
"OTU_119","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Clausocalanidae","g_","s_"
"OTU_119004","","","","","","",""
"OTU_119005","","","","","","",""
"OTU_119036","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_119040","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_119041","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_119068","","","","","","",""
"OTU_119072","","","","","","",""
"OTU_119096","","","","","","",""
"OTU_11912","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Scolecitrichidae","g_","s_"
"OTU_119121","","","","","","",""
"OTU_119127","","","","","","",""
"OTU_119141","","","","","","",""
"OTU_119143","","","","","","",""
"OTU_119160","","","","","","",""
"OTU_119163","","","","","","",""
"OTU_11917","Eukaryota","Arthropoda","Malacostraca","Decapoda","Portunidae","g_","s_"
"OTU_11918","Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Diogenichthys","Diogenichthys laternatus"
"OTU_119181","","","","","","",""
"OTU_11919","Eukaryota","Echinodermata","Echinoidea","Echinoida","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus purpuratus"
"OTU_119191","","","","","","",""
"OTU_119220","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_119222","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_119227","","","","","","",""
"OTU_119236","","","","","","",""
"OTU_119271","","","","","","",""
"OTU_119277","","","","","","",""
"OTU_119288","Eukaryota","Arthropoda","Branchiopoda","Diplostraca","Sididae","Penilia","Penilia avirostris"
"OTU_119294","","","","","","",""
"OTU_119314","","","","","","",""
"OTU_119316","not assigned","not assigned","not assigned","not assigned","not assigned","g_","s_"
"OTU_119337","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Eucalanus","Eucalanus subtenuis"
"OTU_11934","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","f_","g_","s_"
"OTU_11935","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta","s_"
"OTU_119354","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_119365","","","","","","",""
"OTU_119368","","","","","","",""
"OTU_11937","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","f_","g_","s_"
"OTU_119375","","","","","","",""
"OTU_119382","","","","","","",""
"OTU_119388","","","","","","",""
"OTU_11939","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta","s_"
"OTU_119406","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_119409","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_119410","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_119411","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_119426","","","","","","",""
"OTU_11943","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta","Sagitta enflata"
"OTU_11944","","","","","","",""
"OTU_11946","Eukaryota","Arthropoda","Hexanauplia","Pedunculata","Pollicipedidae","Pollicipes","Pollicipes polymerus"
"OTU_119460","Eukaryota","Arthropoda","Malacostraca","Decapoda","Portunidae","g_","s_"
"OTU_119475","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Candaciidae","Candacia","s_"
"OTU_11962","","","","","","",""
"OTU_119629","Eukaryota","Annelida","c_","o_","f_","g_","s_"
"OTU_119634","not assigned","not assigned","not assigned","not assigned","not assigned","g_","s_"
"OTU_119635","not assigned","not assigned","not assigned","not assigned","not assigned","g_","s_"
"OTU_11966","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","g_","s_"
"OTU_119705","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta","Sagitta enflata"
"OTU_119718","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","f_","g_","s_"
"OTU_119728","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta","s_"
"OTU_119770","Eukaryota","Arthropoda","Malacostraca","Decapoda","Hippolytidae","g_","s_"
"OTU_119794","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Metridinidae","Pleuromamma","s_"
"OTU_119798","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta","s_"
"OTU_119820","Eukaryota","Echinodermata","Echinoidea","Echinoida","Strongylocentrotidae","g_","s_"
"OTU_119835","not assigned","not assigned","not assigned","not assigned","not assigned","g_","s_"
"OTU_119852","Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","g_","s_"
"OTU_119859","Eukaryota","Echinodermata","Echinoidea","Spatangoida","Brissidae","g_","s_"
"OTU_119862","not assigned","not assigned","not assigned","not assigned","not assigned","g_","s_"
"OTU_119863","Eukaryota","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","g_","s_"
"OTU_119871","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Candaciidae","Candacia","Candacia curta"
"OTU_119872","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Candaciidae","Candacia","Candacia curta"
"OTU_119878","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","g_","s_"
"OTU_11989","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Euchaetidae","g_","s_"
"OTU_119896","","","","","","",""
"OTU_119901","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausia tenera"
"OTU_119905","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausia tenera"
"OTU_119907","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausia tenera"
"OTU_119960","Eukaryota","Arthropoda","Malacostraca","Decapoda","Portunidae","g_","s_"
"OTU_119965","Eukaryota","Arthropoda","Malacostraca","Decapoda","Portunidae","g_","s_"
"OTU_119969","Eukaryota","Arthropoda","Malacostraca","Decapoda","Portunidae","g_","s_"
"OTU_119970","Eukaryota","Arthropoda","Malacostraca","Decapoda","Portunidae","g_","s_"
"OTU_119976","not assigned","not assigned","not assigned","not assigned","not assigned","g_","s_"
"OTU_119978","Eukaryota","Mollusca","Gastropoda","Thecosomata","Creseidae","g_","s_"
"OTU_119992","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","g_","s_"
"OTU_119998","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Mecynoceridae","Mecynocera","Mecynocera clausi"
"OTU_12","Eukaryota","Arthropoda","Hexanauplia","Calanoida","f_","g_","s_"
"OTU_120","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis","s_"
"OTU_1200","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus"
"OTU_120025","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Metridinidae","Pleuromamma","Pleuromamma gracilis"
"OTU_120036","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta","Sagitta enflata"
"OTU_120051","Eukaryota","Chordata","Thaliacea","Doliolida","Doliolidae","g_","s_"
"OTU_120052","Eukaryota","Chordata","Thaliacea","Doliolida","Doliolidae","g_","s_"
"OTU_120054","not assigned","not assigned","not assigned","not assigned","not assigned","g_","s_"
"OTU_120055","Eukaryota","Chordata","Thaliacea","Doliolida","Doliolidae","g_","s_"
"OTU_120057","not assigned","not assigned","not assigned","not assigned","not assigned","g_","s_"
"OTU_120060","not assigned","not assigned","not assigned","not assigned","not assigned","g_","s_"
"OTU_120063","not assigned","not assigned","not assigned","not assigned","not assigned","g_","s_"
"OTU_120064","Eukaryota","Chordata","Thaliacea","Doliolida","Doliolidae","g_","s_"
"OTU_120065","Eukaryota","Chordata","Thaliacea","Doliolida","Doliolidae","g_","s_"
"OTU_1201","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","g_","s_"
"OTU_12015","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_120174","Eukaryota","Arthropoda","Hexanauplia","Calanoida","f_","g_","s_"
"OTU_12019","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_1202","not assigned","not assigned","not assigned","not assigned","not assigned","g_","s_"
"OTU_12020","not assigned","not assigned","not assigned","not assigned","not assigned","g_","s_"
"OTU_120205","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","g_","s_"
"OTU_12021","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","g_","s_"
"OTU_120216","Eukaryota","Arthropoda","Hexanauplia","Calanoida","f_","g_","s_"
"OTU_120292","Eukaryota","Arthropoda","Hexanauplia","Calanoida","f_","g_","s_"
"OTU_120293","Eukaryota","Arthropoda","Hexanauplia","Calanoida","f_","g_","s_"
"OTU_1203","Eukaryota","Chlorophyta","Nephroselmidophyceae","unknown","unknown","g_","s_"
"OTU_12032","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Eucalanus","Eucalanus subtenuis"
"OTU_120321","Eukaryota","Arthropoda","Hexanauplia","Calanoida","f_","g_","s_"
"OTU_12033","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_12037","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_12038","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_12039","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_120550","Eukaryota","Arthropoda","Hexanauplia","Calanoida","f_","g_","s_"
"OTU_120557","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","g_","s_"
"OTU_120592","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","g_","s_"
"OTU_120593","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","g_","s_"
"OTU_120658","Eukaryota","Arthropoda","Hexanauplia","Calanoida","f_","g_","s_"
"OTU_12067","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Thysanoessa","Thysanoessa gregaria"
"OTU_120690","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","g_","s_"
"OTU_120696","Eukaryota","Arthropoda","Hexanauplia","Calanoida","unknown","g_","s_"
"OTU_120734","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","g_","s_"
"OTU_1208","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_120896","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","g_","s_"
"OTU_12098","Eukaryota","unknown","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","s_"
"OTU_121004","Eukaryota","Arthropoda","Hexanauplia","Calanoida","f_","g_","s_"
"OTU_12105","","","","","","",""
"OTU_121131","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","g_","s_"
"OTU_121224","Eukaryota","Arthropoda","Hexanauplia","Calanoida","f_","g_","s_"
"OTU_121377","Eukaryota","Arthropoda","Hexanauplia","Calanoida","f_","g_","s_"
"OTU_12140","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis","Nematoscelis difficilis"
"OTU_121452","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","g_","s_"
"OTU_121482","Eukaryota","Arthropoda","Hexanauplia","Calanoida","f_","g_","s_"
"OTU_121485","Eukaryota","Arthropoda","Hexanauplia","Calanoida","f_","g_","s_"
"OTU_121500","Eukaryota","Arthropoda","Hexanauplia","Calanoida","f_","g_","s_"
"OTU_121504","Eukaryota","Arthropoda","Hexanauplia","Calanoida","f_","g_","s_"
"OTU_12152","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Calanidae","Calanus","Calanus pacificus"
"OTU_121591","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","g_","s_"
"OTU_1216","Eukaryota","Arthropoda","Malacostraca","o_","f_","g_","s_"
"OTU_121664","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","g_","s_"
"OTU_121666","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","g_","s_"
"OTU_121679","Eukaryota","Arthropoda","Hexanauplia","Calanoida","f_","g_","s_"
"OTU_121685","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","g_","s_"
"OTU_121696","Eukaryota","Chordata","Thaliacea","Doliolida","Doliolidae","g_","s_"
"OTU_121698","Eukaryota","Chordata","Thaliacea","Doliolida","Doliolidae","g_","s_"
"OTU_1217","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_121700","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_121745","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","g_","s_"
"OTU_121773","Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium sclerotiorum"
"OTU_121783","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","f_","g_","s_"
"OTU_121790","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta","s_"
"OTU_121791","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta","s_"
"OTU_12188","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Forskaliidae","g_","s_"
"OTU_121890","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","f_","g_","s_"
"OTU_121895","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","f_","g_","s_"
"OTU_121913","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta","s_"
"OTU_121934","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta","s_"
"OTU_121942","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta","Sagitta enflata"
"OTU_121943","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta","s_"
"OTU_121949","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","f_","g_","s_"
"OTU_121976","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","f_","g_","s_"
"OTU_121990","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","f_","g_","s_"
"OTU_122","","","","","","",""
"OTU_122054","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","f_","g_","s_"
"OTU_122118","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta","s_"
